,created_on,property_type,place_name,price_aprox_usd,surface_total_in_m2,rooms,year,popularity,USDMEXVal
29819,2016-01-13,1.0,Monterrey,286895.88,260.0,3.0,2016,1,18.064841822574014
29820,2016-01-14,1.0,Veracruz,121178.91,92.0,6.0,2016,1,18.064841822574014
29821,2016-01-14,1.0,Tlalnepantla de Baz,93255.07,120.0,5.0,2016,3,18.064841822574014
29822,2016-01-14,1.0,Coacalco de Berriozabal,72707.34,135.0,3.0,2016,3,18.064841822574014
29824,2016-01-14,2.0,Tlalnepantla de Baz,32454.87,34.0,3.0,2016,3,18.064841822574014
29825,2016-01-14,2.0,Lomas Boulevares,67438.69,80.0,3.0,2016,3,18.064841822574014
29827,2016-01-14,1.0,Valle del Tenayo,55900.35,72.0,3.0,2016,3,18.064841822574014
29830,2016-01-14,1.0,Izcalli del Valle,67965.56,121.0,3.0,2016,3,18.064841822574014
29831,2016-01-14,1.0,Ciudad Labor,26922.79,129.0,2.0,2016,3,18.064841822574014
29832,2016-01-14,1.0,Coacalco de Berriozabal,30716.22,39.0,2.0,2016,3,18.064841822574014
29833,2016-01-14,1.0,Coacalco de Berriozabal,40568.59,66.0,4.0,2016,3,18.064841822574014
29880,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29881,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29882,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29883,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29884,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29885,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29886,2016-01-14,1.0,Ecatepec de Morelos,45995.3,133.0,2.0,2016,3,18.064841822574014
29887,2016-01-14,2.0,Ecatepec de Morelos,26343.24,84.0,2.0,2016,3,18.064841822574014
29888,2016-01-14,2.0,Ecatepec de Morelos,25026.07,84.0,2.0,2016,3,18.064841822574014
29889,2016-01-14,1.0,Veracruz,68492.42,200.0,2.0,2016,1,18.064841822574014
29890,2016-01-14,1.0,Veracruz,94835.67,96.0,1.0,2016,1,18.064841822574014
30062,2016-01-15,1.0,Querétaro,152790.8,163.0,3.0,2016,1,18.064841822574014
30063,2016-01-15,1.0,Bosques de las Lomas,1000000.0,300.0,3.0,2016,3,18.064841822574014
30066,2016-01-15,1.0,Cuautitlán Izcalli,30558.16,67.0,2.0,2016,2,18.064841822574014
30278,2016-01-17,1.0,Veracruz,289775.66,1250.0,4.0,2016,1,18.064841822574014
30317,2016-01-18,1.0,El Secreto,784903.9,337.0,3.0,2016,3,18.064841822574014
30393,2016-01-19,1.0,San Pedro Garza García,1272085.6,500.0,4.0,2016,1,18.064841822574014
30394,2016-01-19,1.0,Querétaro,234454.84,265.0,4.0,2016,1,18.064841822574014
30395,2016-01-19,1.0,Querétaro,84298.37,200.0,2.0,2016,1,18.064841822574014
30396,2016-01-19,1.0,El Refugio,88513.29,130.0,3.0,2016,1,18.064841822574014
30397,2016-01-19,1.0,Querétaro,131716.2,161.0,3.0,2016,1,18.064841822574014
30398,2016-01-19,1.0,Bosques de las Lomas,1753406.1,730.0,4.0,2016,3,18.064841822574014
30400,2016-01-19,1.0,Alianza Popular Revolucionaria,127237.85,120.0,3.0,2016,3,18.064841822574014
30401,2016-01-19,1.0,Campestre Churubusco,203369.81,179.0,2.0,2016,3,18.064841822574014
30402,2016-01-19,2.0,Cuauhtémoc,53055.28,19.0,2.0,2016,3,18.064841822574014
30786,2016-01-21,1.0,Parques de la Herradura,683870.56,250.0,3.0,2016,3,18.064841822574014
30787,2016-01-21,1.0,Naucalpan de Juárez,937292.56,330.0,3.0,2016,3,18.064841822574014
30788,2016-01-21,1.0,Naucalpan de Juárez,937292.56,230.0,3.0,2016,3,18.064841822574014
30790,2016-01-21,1.0,Ampliación Sinatel,258321.83,308.0,3.0,2016,3,18.064841822574014
30839,2016-01-21,2.0,Miguel Hidalgo,69071.98,77.0,2.0,2016,3,18.064841822574014
30840,2016-01-21,1.0,Tlalpan,123128.31,266.0,3.0,2016,3,18.064841822574014
30841,2016-01-21,1.0,Ex Hacienda Coapa,224549.8,200.0,3.0,2016,3,18.064841822574014
31028,2016-01-22,2.0,Santiago Atepetlac,36248.3,59.0,2.0,2016,3,18.064841822574014
31316,2016-01-24,1.0,Zapopan,538606.44,555.0,4.0,2016,3,18.064841822574014
31320,2016-01-24,1.0,Amecameca,30031.29,163.0,2.0,2016,2,18.064841822574014
31321,2016-01-24,2.0,Atizapán de Zaragoza,30610.84,80.0,2.0,2016,3,18.064841822574014
31322,2016-01-24,1.0,San Agustín Acolman de Nezahualcoyotl,370017.16,3438.0,2.0,2016,2,18.064841822574014
31323,2016-01-24,1.0,Veracruz,44783.51,70.0,3.0,2016,1,18.064841822574014
31324,2016-01-24,1.0,Veracruz,28977.56,102.0,2.0,2016,1,18.064841822574014
31374,2016-01-25,1.0,Monterrey,587324.6,1341.0,5.0,2016,1,18.064841822574014
31375,2016-01-25,1.0,Monterrey,565672.06,1077.0,4.0,2016,1,18.064841822574014
31376,2016-01-25,1.0,San Pedro Garza García,619803.4,300.0,3.0,2016,1,18.064841822574014
31453,2016-01-26,1.0,Atizapán de Zaragoza,190198.2,161.0,3.0,2016,3,18.064841822574014
31454,2016-01-26,1.0,Atizapán de Zaragoza,87986.42,123.0,2.0,2016,3,18.064841822574014
31616,2016-01-27,1.0,Cuautitlán Izcalli,51948.87,121.0,3.0,2016,2,18.064841822574014
31747,2016-01-28,1.0,Chihuahua,51424.73,116.0,5.0,2016,1,18.064841822574014
31748,2016-01-28,1.0,Obispado,410427.7,587.0,4.0,2016,1,18.064841822574014
31749,2016-01-28,1.0,Monterrey,342462.12,243.0,2.0,2016,1,18.064841822574014
31750,2016-01-28,2.0,El Refugio,176473.38,244.0,3.0,2016,1,18.064841822574014
31751,2016-01-28,2.0,Cuautitlán Izcalli,89567.02,65.0,3.0,2016,3,18.064841822574014
31884,2016-01-29,1.0,Cuautitlán Izcalli,258163.77,954.0,4.0,2016,3,18.064841822574014
31920,2016-01-29,1.0,Cumbres Madeira,140200.06,144.0,3.0,2016,1,18.064841822574014
31921,2016-01-29,2.0,San Pedro Garza García,135328.25,62.0,1.0,2016,1,18.064841822574014
31931,2016-01-29,1.0,Monterrey,202842.95,160.0,3.0,2016,1,18.064841822574014
31934,2016-01-29,1.0,Lomas Country Club,3800000.0,800.0,4.0,2016,3,18.064841822574014
32396,2016-01-31,1.0,Veracruz,42149.18,206.0,2.0,2016,1,18.064841822574014
32397,2016-01-31,1.0,Monterrey,142253.5,144.0,3.0,2016,1,18.064841822574014
32505,2016-02-03,1.0,Miguel Hidalgo,855000.0,475.0,4.0,2016,3,18.43315887451172
32507,2016-02-03,1.0,Chihuahua,405984.75,500.0,7.0,2016,1,18.43315887451172
32528,2016-02-03,1.0,Nicolás Romero,26343.24,28.0,2.0,2016,3,18.43315887451172
32569,2016-02-03,1.0,Delicias,97436.34,190.0,5.0,2016,1,18.43315887451172
32687,2016-02-04,1.0,Querétaro,131716.2,142.0,3.0,2016,1,18.43315887451172
32688,2016-02-04,1.0,Miguel Hidalgo,2700000.0,605.0,4.0,2016,3,18.43315887451172
32946,2016-02-05,1.0,Querétaro,142253.5,241.0,3.0,2016,1,18.43315887451172
32947,2016-02-06,1.0,Monterrey,279238.38,260.0,3.0,2016,1,18.43315887451172
33313,2016-02-08,1.0,San Pedro Garza García,2165252.0,1505.0,3.0,2016,1,18.43315887451172
33329,2016-02-09,1.0,Interlomas,410954.56,287.0,3.0,2016,3,18.43315887451172
33331,2016-02-09,1.0,Contadero,1093244.5,2900.0,3.0,2016,3,18.43315887451172
33548,2016-02-11,1.0,San Pedro Garza García,1079919.5,750.0,3.0,2016,1,18.43315887451172
33838,2016-02-12,1.0,Querétaro,94835.67,160.0,3.0,2016,1,18.43315887451172
33839,2016-02-12,2.0,Querétaro,68492.42,105.0,2.0,2016,1,18.43315887451172
33840,2016-02-12,1.0,Querétaro,632237.8,760.0,4.0,2016,1,18.43315887451172
33841,2016-02-12,1.0,Querétaro,632237.8,720.0,4.0,2016,1,18.43315887451172
33842,2016-02-12,1.0,Veracruz,94835.67,400.0,3.0,2016,1,18.43315887451172
34161,2016-02-14,1.0,Huixquilucan,763954.0,800.0,3.0,2016,3,18.43315887451172
34162,2016-02-14,1.0,Veracruz,60589.45,400.0,4.0,2016,1,18.43315887451172
34315,2016-02-16,2.0,Santa Fe,537402.1,215.0,3.0,2016,3,18.43315887451172
34428,2016-02-17,1.0,Miguel Hidalgo,2002086.4,1000.0,8.0,2016,3,18.43315887451172
34429,2016-02-17,1.0,Los Olvera,82138.22,119.0,3.0,2016,1,18.43315887451172
34430,2016-02-17,1.0,Los Olvera,87722.99,105.0,3.0,2016,1,18.43315887451172
34431,2016-02-17,1.0,Los Olvera,85035.98,102.0,3.0,2016,1,18.43315887451172
34432,2016-02-17,2.0,Los Olvera,99050.58,139.0,3.0,2016,1,18.43315887451172
34456,2016-02-17,1.0,Valle de San Jerónimo,454702.9,311.0,4.0,2016,1,18.43315887451172
34640,2016-02-18,2.0,Cuauhtémoc,449000.0,118.0,2.0,2016,3,18.43315887451172
34800,2016-02-19,1.0,Playa del Carmen,55320.8,100.0,2.0,2016,3,18.43315887451172
34801,2016-02-19,1.0,Monterrey,305581.6,250.0,3.0,2016,1,18.43315887451172
34802,2016-02-19,1.0,Querétaro,869327.0,1163.0,4.0,2016,1,18.43315887451172
34803,2016-02-19,1.0,Querétaro,395148.62,915.0,3.0,2016,1,18.43315887451172
34810,2016-02-20,1.0,Santa Fe del Carmen,110114.75,168.0,3.0,2016,3,18.43315887451172
34811,2016-02-20,1.0,Playa del Carmen,44783.51,97.0,2.0,2016,3,18.43315887451172
34812,2016-02-20,1.0,Toluca,182822.1,392.0,4.0,2016,1,18.43315887451172
35475,2016-02-23,1.0,Monterrey,140741.38,135.0,3.0,2016,1,18.43315887451172
35476,2016-02-23,1.0,Meoqui,113946.38,190.0,3.0,2016,1,18.43315887451172
35488,2016-02-23,2.0,Playa del Carmen Centro,115000.0,94.0,3.0,2016,3,18.43315887451172
35489,2016-02-23,2.0,Lomas Country Club,632237.8,358.0,3.0,2016,3,18.43315887451172
35490,2016-02-23,1.0,Loma Juriquilla,176499.72,250.0,3.0,2016,1,18.43315887451172
35491,2016-02-23,1.0,Cumbres del Lago,165962.42,300.0,3.0,2016,3,18.43315887451172
35492,2016-02-23,2.0,Valle Ceylán,99050.58,115.0,3.0,2016,3,18.43315887451172
35662,2016-02-24,1.0,Monterrey,292309.03,299.0,4.0,2016,1,18.43315887451172
35663,2016-02-24,1.0,San Pedro Garza García,508834.22,210.0,3.0,2016,1,18.43315887451172
35665,2016-02-24,1.0,Monterrey,179715.9,173.0,3.0,2016,1,18.43315887451172
35666,2016-02-24,1.0,Monclova,105556.03,200.0,3.0,2016,1,18.43315887451172
35667,2016-02-24,2.0,Mundo Habitat,28977.56,94.0,3.0,2016,3,18.43315887451172
35668,2016-02-24,1.0,Playa Car Fase II,375000.0,360.0,5.0,2016,3,18.43315887451172
35669,2016-02-24,2.0,Playa del Carmen Centro,117000.0,95.0,3.0,2016,3,18.43315887451172
35670,2016-02-24,1.0,Lolkaatun,71126.75,269.0,2.0,2016,3,18.43315887451172
35671,2016-02-24,2.0,Santa Fe Cuajimalpa,1500000.0,325.0,2.0,2016,3,18.43315887451172
35672,2016-02-24,1.0,Miguel Hidalgo,3500000.0,1100.0,4.0,2016,3,18.43315887451172
35673,2016-02-24,1.0,Cumbres del Cimatario,216014.58,300.0,3.0,2016,1,18.43315887451172
35674,2016-02-24,1.0,Nezahualcóyotl,72180.48,153.0,4.0,2016,3,18.43315887451172
35675,2016-02-24,1.0,Valle de Aragón,81769.42,84.0,4.0,2016,3,18.43315887451172
35676,2016-02-24,1.0,Veracruz,184402.69,323.0,3.0,2016,1,18.43315887451172
36034,2016-02-25,1.0,Chihuahua,405984.75,525.0,4.0,2016,1,18.43315887451172
36035,2016-02-25,1.0,Chihuahua,232764.6,770.0,5.0,2016,1,18.43315887451172
36036,2016-02-25,1.0,Chihuahua,176468.05,500.0,3.0,2016,1,18.43315887451172
36038,2016-02-25,1.0,Los Cristales,557552.4,1700.0,3.0,2016,1,18.43315887451172
36040,2016-02-25,1.0,Balcones del Carmen,376212.53,462.0,3.0,2016,1,18.43315887451172
36044,2016-02-25,1.0,San Pedro Garza García,1077212.9,450.0,4.0,2016,1,18.43315887451172
36045,2016-02-25,1.0,Chihuahua,568378.6,610.0,4.0,2016,1,18.43315887451172
36046,2016-02-25,1.0,Chihuahua,227351.45,793.0,3.0,2016,3,18.43315887451172
36047,2016-02-25,1.0,Chihuahua,46011.6,162.0,3.0,2016,1,18.43315887451172
36048,2016-02-25,1.0,Chihuahua,31396.15,62.0,2.0,2016,1,18.43315887451172
36049,2016-02-25,1.0,Chihuahua,405984.75,686.0,4.0,2016,1,18.43315887451172
36050,2016-02-25,1.0,Chihuahua,271378.06,467.0,3.0,2016,3,18.43315887451172
36055,2016-02-25,1.0,Apodaca,105372.96,150.0,3.0,2016,1,18.43315887451172
36322,2016-02-26,1.0,Ojo de Agua,113675.73,204.0,3.0,2016,1,18.43315887451172
36324,2016-02-26,1.0,Lagos del Vergel,256041.05,280.0,3.0,2016,1,18.43315887451172
36326,2016-02-26,1.0,Chihuahua,86610.08,180.0,3.0,2016,3,18.43315887451172
36328,2016-02-26,1.0,San Pedro Garza García,376212.53,462.0,3.0,2016,3,18.43315887451172
36329,2016-02-26,1.0,Monterrey,331824.88,324.0,5.0,2016,1,18.43315887451172
36330,2016-02-26,1.0,Monterrey,306924.47,323.0,4.0,2016,1,18.43315887451172
36331,2016-02-26,1.0,Monterrey,213818.62,285.0,3.0,2016,1,18.43315887451172
36334,2016-02-26,1.0,Santa Catarina,622509.94,410.0,3.0,2016,1,18.43315887451172
36335,2016-02-26,1.0,Santa Catarina,649575.6,410.0,3.0,2016,1,18.43315887451172
36336,2016-02-26,1.0,San Pedro Garza García,806556.4,600.0,4.0,2016,1,18.43315887451172
36337,2016-02-26,1.0,Monterrey,309089.72,323.0,5.0,2016,1,18.43315887451172
36339,2016-02-26,1.0,Azcapotzalco,254417.11,180.0,4.0,2016,3,18.43315887451172
36340,2016-02-26,2.0,Xamanha,295000.0,121.0,2.0,2016,3,18.43315887451172
36345,2016-02-26,1.0,Capula,42307.24,120.0,3.0,2016,2,18.43315887451172
36346,2016-02-26,1.0,San Miguel Zinacantepec,38829.93,92.0,2.0,2016,1,18.43315887451172
36347,2016-02-26,1.0,Tultitlán,36353.67,39.0,2.0,2016,3,18.43315887451172
36588,2016-02-27,1.0,San Pedro Garza García,947297.75,471.0,3.0,2016,1,18.43315887451172
36592,2016-02-27,1.0,Lomas de Gran Jardín,136457.98,300.0,3.0,2016,2,18.43315887451172
36593,2016-02-27,2.0,Santa Fe Cuajimalpa,289775.66,120.0,2.0,2016,3,18.43315887451172
36594,2016-02-27,2.0,Querétaro,47786.64,74.0,2.0,2016,1,18.43315887451172
36595,2016-02-27,2.0,Querétaro,70599.88,79.0,2.0,2016,1,18.43315887451172
36778,2016-02-29,1.0,San Pedro Garza García,2700000.0,882.0,3.0,2016,1,18.43315887451172
36779,2016-02-29,1.0,Delicias,346440.3,932.0,5.0,2016,1,18.43315887451172
36780,2016-02-29,1.0,Aldama,162393.9,3161.0,6.0,2016,3,18.43315887451172
36781,2016-02-29,1.0,Chihuahua,121795.42,600.0,5.0,2016,1,18.43315887451172
36782,2016-02-29,1.0,Chihuahua,259830.23,721.0,3.0,2016,1,18.43315887451172
36784,2016-02-29,1.0,Chihuahua,38974.53,126.0,3.0,2016,1,18.43315887451172
36785,2016-02-29,1.0,Chihuahua,80655.63,375.0,4.0,2016,1,18.43315887451172
36786,2016-02-29,1.0,Chihuahua,62250.99,140.0,3.0,2016,1,18.43315887451172
36787,2016-02-29,1.0,Monterrey,514247.34,491.0,3.0,2016,1,18.43315887451172
36788,2016-02-29,1.0,Monterrey,296639.53,324.0,3.0,2016,1,18.43315887451172
36789,2016-02-29,1.0,San Pedro Garza García,784903.9,301.0,3.0,2016,1,18.43315887451172
36790,2016-02-29,1.0,San Pedro Garza García,1185475.5,450.0,3.0,2016,1,18.43315887451172
36791,2016-02-29,1.0,Santa Catarina,530486.75,379.0,3.0,2016,1,18.43315887451172
36792,2016-02-29,1.0,Monterrey,351853.44,243.0,3.0,2016,1,18.43315887451172
36793,2016-02-29,1.0,Playa Car Fase II,2750000.0,1715.0,5.0,2016,3,18.43315887451172
36808,2016-03-01,1.0,Santiago de Querétaro,73564.43,112.0,8.0,2016,1,17.630325980808426
36809,2016-03-01,1.0,Santiago de Querétaro,67609.99,96.0,8.0,2016,1,17.630325980808426
36810,2016-03-01,1.0,Santiago de Querétaro,89803.82,132.0,8.0,2016,1,17.630325980808426
36811,2016-03-01,1.0,Santiago de Querétaro,87097.26,142.0,8.0,2016,1,17.630325980808426
36812,2016-03-01,2.0,Benito Juárez,242357.81,108.0,3.0,2016,3,17.630325980808426
36813,2016-03-01,2.0,Miguel Hidalgo,692158.7,267.0,3.0,2016,3,17.630325980808426
36814,2016-03-01,2.0,Miguel Hidalgo,819538.25,262.0,2.0,2016,3,17.630325980808426
36815,2016-03-01,2.0,Miguel Hidalgo,632127.75,227.0,3.0,2016,3,17.630325980808426
36816,2016-03-01,2.0,Miguel Hidalgo,827046.06,258.0,3.0,2016,3,17.630325980808426
36817,2016-03-01,2.0,Miguel Hidalgo,717691.8,280.0,2.0,2016,3,17.630325980808426
36818,2016-03-01,2.0,Miguel Hidalgo,780023.4,245.0,3.0,2016,3,17.630325980808426
36819,2016-03-01,2.0,Miguel Hidalgo,565868.9,219.0,2.0,2016,3,17.630325980808426
36820,2016-03-01,2.0,Santa Fe,563745.4,270.0,3.0,2016,3,17.630325980808426
36821,2016-03-01,1.0,Hacienda Real de Tultepec,29557.11,72.0,2.0,2016,3,17.630325980808426
36822,2016-03-01,1.0,Tultepec,27396.97,40.0,2.0,2016,3,17.630325980808426
36823,2016-03-01,1.0,Atlanta 1a Sección,26606.67,60.0,2.0,2016,3,17.630325980808426
36824,2016-03-01,1.0,Cuautitlán Izcalli,26343.24,61.0,1.0,2016,2,17.630325980808426
36825,2016-03-01,1.0,Veracruz,97469.99,105.0,3.0,2016,1,17.630325980808426
36987,2016-03-02,1.0,Monterrey,1017668.44,510.0,4.0,2016,1,17.630325980808426
36988,2016-03-02,1.0,Monterrey,259830.23,208.0,4.0,2016,1,17.630325980808426
36989,2016-03-02,1.0,Monterrey,422224.12,810.0,5.0,2016,1,17.630325980808426
36990,2016-03-02,2.0,Cuauhtémoc,67664.12,66.0,2.0,2016,3,17.630325980808426
36992,2016-03-02,1.0,Ojo de Agua,1185475.5,1515.0,6.0,2016,3,17.630325980808426
36993,2016-03-02,1.0,Monterrey,162393.9,144.0,3.0,2016,1,17.630325980808426
36994,2016-03-02,1.0,San Pedro Garza García,860687.7,450.0,3.0,2016,1,17.630325980808426
37001,2016-03-02,1.0,Monclova,26794.99,215.0,2.0,2016,1,17.630325980808426
37002,2016-03-02,1.0,Monclova,26794.99,210.0,2.0,2016,1,17.630325980808426
37003,2016-03-02,1.0,Chihuahua,143447.94,495.0,4.0,2016,1,17.630325980808426
37005,2016-03-02,1.0,San Pedro Garza García,806556.4,414.0,3.0,2016,1,17.630325980808426
37006,2016-03-02,2.0,Progreso Tizapan,97436.34,72.0,2.0,2016,3,17.630325980808426
37007,2016-03-02,1.0,Playa Car Fase II,550000.0,709.0,4.0,2016,3,17.630325980808426
37009,2016-03-02,1.0,Quintana Roo,128028.15,180.0,3.0,2016,3,17.630325980808426
37010,2016-03-02,1.0,Playa del Carmen Centro,230766.8,313.0,4.0,2016,3,17.630325980808426
37011,2016-03-02,1.0,Playa del Carmen Centro,180187.77,90.0,3.0,2016,3,17.630325980808426
37012,2016-03-02,1.0,San Jerónimo Lídice,711267.5,420.0,3.0,2016,3,17.630325980808426
37013,2016-03-02,1.0,San Jerónimo Lídice,827177.8,420.0,3.0,2016,3,17.630325980808426
37014,2016-03-02,1.0,Hacienda Real de Tultepec,26343.24,120.0,2.0,2016,3,17.630325980808426
37015,2016-03-02,1.0,Cuautitlán Izcalli,26343.24,61.0,2.0,2016,2,17.630325980808426
37016,2016-03-02,1.0,Izcalli,26343.24,60.0,2.0,2016,3,17.630325980808426
37017,2016-03-02,1.0,Izcalli,34246.21,60.0,2.0,2016,3,17.630325980808426
37018,2016-03-02,1.0,Izcalli,26343.24,60.0,2.0,2016,3,17.630325980808426
37019,2016-03-02,1.0,Izcalli,26343.24,60.0,2.0,2016,3,17.630325980808426
37797,2016-03-05,1.0,Monterrey,86068.76,125.0,3.0,2016,1,17.630325980808426
37801,2016-03-05,1.0,Colonial San Agustin,1250000.0,480.0,4.0,2016,1,17.630325980808426
37803,2016-03-05,1.0,Chihuahua,184046.42,250.0,4.0,2016,1,17.630325980808426
37804,2016-03-05,1.0,Chihuahua,151567.64,267.0,3.0,2016,1,17.630325980808426
37805,2016-03-05,1.0,Chihuahua,184046.42,269.0,3.0,2016,1,17.630325980808426
37806,2016-03-05,1.0,Delicias,198932.53,190.0,3.0,2016,1,17.630325980808426
37807,2016-03-05,1.0,Miguel Hidalgo,1500000.0,1000.0,5.0,2016,3,17.630325980808426
37808,2016-03-05,1.0,Lázaro Cárdenas,295502.78,580.0,3.0,2016,3,17.630325980808426
37809,2016-03-05,1.0,Jerónimo Siller,2381777.2,850.0,4.0,2016,1,17.630325980808426
37810,2016-03-05,1.0,Monterrey,189459.55,160.0,3.0,2016,1,17.630325980808426
37811,2016-03-05,1.0,San Pedro Garza García,449289.78,200.0,4.0,2016,1,17.630325980808426
37812,2016-03-05,1.0,Chihuahua,97436.34,164.0,3.0,2016,1,17.630325980808426
37813,2016-03-05,1.0,Naucalpan de Juárez,998000.0,300.0,3.0,2016,3,17.630325980808426
37814,2016-03-05,1.0,Bosque de las Lomas,17890000.0,630.0,3.0,2016,3,17.630325980808426
37815,2016-03-05,1.0,Bosques de las Lomas,2000000.0,620.0,3.0,2016,3,17.630325980808426
37816,2016-03-05,1.0,Veracruz,50052.15,500.0,3.0,2016,1,17.630325980808426
38080,2016-03-07,1.0,Chiautla,131716.2,485.0,3.0,2016,2,17.630325980808426
38082,2016-03-08,1.0,Monterrey,322081.25,300.0,3.0,2016,1,17.630325980808426
38083,2016-03-08,1.0,Chihuahua,181339.84,341.0,3.0,2016,1,17.630325980808426
38084,2016-03-08,1.0,San Pedro Garza García,1732201.6,715.0,3.0,2016,1,17.630325980808426
38085,2016-03-08,1.0,San Pedro Garza García,1434479.5,859.0,3.0,2016,1,17.630325980808426
38087,2016-03-08,1.0,Monterrey,376212.53,440.0,3.0,2016,1,17.630325980808426
38089,2016-03-08,2.0,San Pedro Garza García,405984.75,320.0,3.0,2016,1,17.630325980808426
38091,2016-03-08,1.0,Chihuahua,35185.34,202.0,2.0,2016,1,17.630325980808426
38093,2016-03-08,1.0,Chihuahua,68205.43,106.0,4.0,2016,1,17.630325980808426
38096,2016-03-08,1.0,Chihuahua,200285.81,500.0,3.0,2016,1,17.630325980808426
38097,2016-03-08,1.0,Chihuahua,173220.16,556.0,4.0,2016,1,17.630325980808426
38098,2016-03-08,1.0,Chihuahua,514247.34,600.0,5.0,2016,1,17.630325980808426
38099,2016-03-08,1.0,Chihuahua,67122.81,140.0,3.0,2016,1,17.630325980808426
38100,2016-03-08,1.0,Chihuahua,151026.31,249.0,3.0,2016,3,17.630325980808426
38101,2016-03-08,1.0,Chihuahua,102037.5,196.0,2.0,2016,3,17.630325980808426
38102,2016-03-08,1.0,Chihuahua,59544.43,420.0,4.0,2016,1,17.630325980808426
38104,2016-03-08,1.0,Chihuahua,119088.86,1255.0,3.0,2016,3,17.630325980808426
38105,2016-03-08,1.0,Chihuahua,202992.38,250.0,3.0,2016,1,17.630325980808426
38107,2016-03-08,1.0,Chihuahua,324787.8,399.0,4.0,2016,1,17.630325980808426
38115,2016-03-08,1.0,Playa Car Fase II,299000.0,195.0,3.0,2016,3,17.630325980808426
38116,2016-03-08,1.0,Cuajimalpa,200208.62,167.0,3.0,2016,3,17.630325980808426
38117,2016-03-08,2.0,Bosque de las Lomas,790297.25,480.0,3.0,2016,3,17.630325980808426
38259,2016-03-09,1.0,Monterrey,947297.75,650.0,4.0,2016,1,17.630325980808426
38261,2016-03-09,1.0,Chihuahua,110806.77,310.0,3.0,2016,1,17.630325980808426
38264,2016-03-09,1.0,Chihuahua,227351.45,500.0,3.0,2016,1,17.630325980808426
38584,2016-03-10,1.0,Monterrey,617096.8,210.0,3.0,2016,1,17.630325980808426
38585,2016-03-10,1.0,Meoqui,91481.89,194.0,2.0,2016,1,17.630325980808426
38588,2016-03-10,1.0,Naucalpan de Juárez,324787.8,160.0,3.0,2016,3,17.630325980808426
38593,2016-03-10,1.0,Chiluca,416811.0,490.0,4.0,2016,3,17.630325980808426
38594,2016-03-10,1.0,Hacienda de las Palmas,433050.4,270.0,3.0,2016,3,17.630325980808426
38597,2016-03-10,1.0,Miguel Hidalgo,811969.5,554.0,3.0,2016,3,17.630325980808426
38617,2016-03-10,2.0,Cancún,86610.08,74.0,4.0,2016,3,17.630325980808426
38618,2016-03-10,2.0,Cancún,108262.6,106.0,4.0,2016,3,17.630325980808426
38619,2016-03-10,2.0,Cancún,200285.81,208.0,3.0,2016,3,17.630325980808426
38620,2016-03-10,2.0,Cancún,119088.86,98.0,4.0,2016,3,17.630325980808426
38725,2016-03-11,2.0,San Pedro Garza García,297722.16,190.0,3.0,2016,1,17.630325980808426
38726,2016-03-11,1.0,Chihuahua,51154.07,120.0,3.0,2016,1,17.630325980808426
38727,2016-03-11,1.0,Mitras Centro,159687.33,250.0,3.0,2016,1,17.630325980808426
38731,2016-03-11,1.0,Cumbres del Cimatario,216014.58,300.0,3.0,2016,1,17.630325980808426
38732,2016-03-11,1.0,Cumbres del Cimatario,226551.88,300.0,3.0,2016,1,17.630325980808426
38733,2016-03-11,1.0,Cumbres del Cimatario,268701.06,300.0,3.0,2016,1,17.630325980808426
38734,2016-03-11,1.0,Cumbres del Cimatario,260798.1,300.0,3.0,2016,1,17.630325980808426
38856,2016-03-12,1.0,Chihuahua,622509.94,470.0,4.0,2016,1,17.630325980808426
